cyclomatic_complexity,cognitive_complexity,nesting_depth,lines_of_code,num_methods,num_classes,num_parameters,code_duplication,test_coverage,comment_ratio,inheritance_depth,coupling,cohesion,num_sql_queries,num_file_operations,num_network_calls,input_validation_ratio,uses_encryption,num_annotations,dependency_injection_usage,patterns,vulnerability_type,severity
32,77,3,767,18,7,12,0.42979619562369265,0.23031931680750806,0.34282186098919815,6,13,0.9736893813927998,1,5,7,0.7917077096745411,1,14,0.6874336418609729,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,dependency_injection,restful_api_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,spring_boot_error_handling,core_annotations_di,web_mvc_annotations",none,LOW
1,52,6,243,45,16,12,0.45458714936984046,0.4858497309165374,0.04712031670459163,1,19,0.48824419352447884,15,6,14,0.6486060987315935,0,6,0.5894797847344906,"prototype_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,http_request_processing",insecure_deserialization,CRITICAL
8,66,1,846,47,17,6,0.4520702361661378,0.4583908561988499,0.0389824434318014,2,6,0.6095003951890043,5,7,2,0.7441817664149576,1,9,0.7366397527902063,"prototype_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,repository_pattern,oop_fundamentals,collections_framework,optional_null_safety,core_annotations_di,batch_processing_etl",none,LOW
45,52,4,679,16,16,7,0.4154231414541908,0.34852044434232077,0.1293700536758143,4,18,0.3669269574349186,13,6,0,0.1931624388976525,1,19,0.06127285154727358,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,spring_data_jpa",sql_injection,MEDIUM
23,92,8,672,4,16,6,0.20329958082062521,0.8176347128256132,0.2541314026387838,2,25,0.9945230567090211,9,8,12,0.9203654381076587,0,10,0.9307883529859541,"prototype_design_pattern,abstract_factory_design_pattern,composite_design_pattern,bridge_design_pattern,mediator_design_pattern,dependency_injection,restful_api_pattern,repository_pattern,dto_pattern,oop_fundamentals,loops_and_iteration,optional_null_safety,core_annotations_di,http_request_processing",insecure_deserialization,HIGH
47,43,3,734,12,6,6,0.07945374099036717,0.10926448562115099,0.28429854951147826,2,26,0.9230994314129335,3,1,12,0.6680322306257155,0,21,0.9930084197587609,"abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,flyweight_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,dto_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation",insecure_deserialization,HIGH
40,90,5,385,49,18,10,0.16697817817222294,0.4153142398277927,0.3524955135309583,3,21,0.8722935770132874,6,9,3,0.4678173361651645,1,24,0.5543667517263947,"abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
12,22,2,739,33,3,14,0.3836442846490465,0.42803113054921704,0.21636461038364244,7,5,0.4101397293926584,16,3,6,0.1931082673814174,1,22,0.16432641395090164,"prototype_design_pattern,command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa,batch_processing_etl",sql_injection,MEDIUM
12,55,2,255,22,8,1,0.11644275566498763,0.46872560461417967,0.15736711470439016,1,12,0.9785506404935396,4,1,8,0.6827633601767715,0,13,0.8694374942770687,"command_design_pattern,template_method_design_pattern,iterator_design_pattern,dependency_injection,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,core_annotations_di,web_mvc_annotations",none,LOW
46,67,7,312,18,4,5,0.2391360324129862,0.8613499910986286,0.14353350473378607,2,9,0.950405899975947,13,2,9,0.09671700742932521,1,18,0.6473196608836057,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,interpreter_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,HIGH
47,99,3,414,48,4,4,0.282699758992336,0.21816687020150127,0.3387610913909896,0,21,0.6049700093982635,15,9,6,0.3197477017632683,0,13,0.6239366224794654,"prototype_design_pattern,facade_design_pattern,observer_design_pattern,iterator_design_pattern,state_design_pattern,dependency_injection,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,collections_framework,loops_and_iteration,spring_boot_error_handling,core_annotations_di,web_mvc_annotations,spring_data_jpa",path_traversal,MEDIUM
15,60,5,797,33,17,10,0.30192928121893764,0.10292317351227276,0.2895261237930662,0,18,0.7771459207909847,7,0,9,0.5737815914367328,0,21,0.8849124664574896,"prototype_design_pattern,composite_design_pattern,observer_design_pattern,command_design_pattern,iterator_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,collections_framework,loops_and_iteration,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa,batch_processing_etl",insecure_deserialization,HIGH
41,58,3,672,27,5,14,0.4678627741893993,0.617808462821108,0.3621716054900557,6,9,0.9947208993844328,15,7,10,0.6460951554338455,0,22,0.7314746817573063,"prototype_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa,batch_processing_etl",insecure_deserialization,HIGH
19,12,6,717,42,14,8,0.3307465102071588,0.17383447497804716,0.38561418229264566,1,4,0.5868216536497073,5,4,13,0.017330179510332333,0,0,0.9197660294922703,"prototype_design_pattern,composite_design_pattern,command_design_pattern,template_method_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,loops_and_iteration,utility_libraries,batch_processing_etl",path_traversal,HIGH
26,88,3,926,19,15,11,0.3931494080386511,0.07493208585461975,0.12002033443352299,4,12,0.37913198233785805,10,4,13,0.00880998697548152,1,28,0.957584143724915,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,HIGH
29,69,8,30,48,12,9,0.2909391739458167,0.4266492205710535,0.2118696474803358,5,16,0.9074453243732976,1,7,13,0.11146156701250853,1,6,0.34488107946936564,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,restful_api_pattern,oop_fundamentals",path_traversal,HIGH
22,84,2,266,14,13,10,0.41679015943098163,0.21964643085814095,0.25272832294593317,2,21,0.6335395829097477,0,8,4,0.7683290245985398,1,29,0.1979134140255192,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,spring_mvc_pattern,service_layer_pattern,dto_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation",none,LOW
40,39,3,408,25,18,3,0.1318318065348814,0.3612166188679836,0.06553957871058302,5,22,0.990878618541488,8,8,12,0.5671025147491197,1,4,0.38545386173431717,"abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,loops_and_iteration,http_request_processing",none,LOW
21,13,8,538,34,14,11,0.10493883583439462,0.25971108010245747,0.021338813569993897,2,4,0.6856250022833652,4,9,14,0.6084138678121698,0,29,0.9675079921808956,"composite_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,utility_libraries,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,batch_processing_etl",insecure_deserialization,CRITICAL
38,41,8,60,24,19,6,0.46316002437898485,0.09263646272341575,0.34710556564612544,3,20,0.32063432251244167,1,8,0,0.603429127687547,0,6,0.19140451828985416,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,interpreter_design_pattern,oop_fundamentals,loops_and_iteration",xxe,MEDIUM
20,57,1,456,38,7,10,0.3467404381786892,0.5603472029242016,0.2142094043021493,2,28,0.6442088745230661,13,1,0,0.036817272144727964,1,29,0.5911070435525249,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",sql_injection,HIGH
29,53,8,279,23,6,7,0.33576278852911057,0.02701841803948568,0.2283096865440157,5,21,0.8026434905302724,19,6,11,0.17227947941200195,0,28,0.08424985262169937,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,MEDIUM
4,12,2,836,5,5,13,0.23364761931422495,0.9663753479943995,0.22196573817118193,4,6,0.3182210197421557,12,6,8,0.7278663279574255,0,12,0.8324858315960876,"prototype_design_pattern,adapter_design_pattern,proxy_design_pattern,dependency_injection,restful_api_pattern,repository_pattern,dto_pattern,oop_fundamentals,optional_null_safety,core_annotations_di,spring_data_jpa",xxe,MEDIUM
7,13,7,604,44,4,5,0.18834862964675525,0.34133052173496625,0.3019842819330762,2,19,0.5894141000537001,11,3,3,0.6457180745006602,1,6,0.6682063508995996,"decorator_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,oop_fundamentals,collections_framework,batch_processing_etl",none,LOW
28,74,6,827,36,18,2,0.2778455972393194,0.6951575104898038,0.0582007778728173,2,6,0.4088921403161034,8,4,2,0.44529014184883464,1,21,0.5221102166030347,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,spring_data_jpa,batch_processing_etl",authentication_bypass,HIGH
28,97,2,645,24,14,10,0.060283174710833554,0.8103628725474499,0.24561937630861308,6,14,0.7501677747149509,5,5,10,0.02039954104963282,1,28,0.6299914062241271,"abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,flyweight_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,functional_programming,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,batch_processing_etl",path_traversal,HIGH
4,57,5,811,36,16,4,0.22735628054155388,0.27910479553955514,0.18779180463105205,3,14,0.9701420941446288,3,6,4,0.4168444374157534,0,18,0.11704992322130969,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,bridge_design_pattern,strategy_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,web_mvc_annotations,batch_processing_etl",xxe,MEDIUM
22,40,7,271,5,14,0,0.22768385223274046,0.7487387091100682,0.3587832638030897,7,20,0.737209433188705,9,1,6,0.2479541727378035,0,24,0.8614410450190384,"prototype_design_pattern,abstract_factory_design_pattern,composite_design_pattern,bridge_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,MEDIUM
12,80,8,374,39,5,13,0.2691682564721326,0.8324208554247096,0.20784837515853016,7,22,0.7864143944701223,4,9,6,0.697269242312192,1,12,0.34014102331225204,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,functional_programming,core_annotations_di",none,LOW
45,45,3,58,6,11,12,0.31734280718360114,0.24131723381161352,0.37717398962966625,0,0,0.5775940302979266,3,1,14,0.8246769196397811,1,15,0.16912320369770384,"prototype_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,dto_pattern,aop_pattern,loops_and_iteration,basic_programming_constructs,optional_null_safety,spring_boot_error_handling,web_mvc_annotations,http_request_processing",none,LOW
3,35,1,527,45,12,7,0.47865918299268106,0.9924946768960727,0.14130119767196267,0,25,0.6941986082663414,19,1,4,0.5038065772683202,0,20,0.0147948701570485,"prototype_design_pattern,facade_design_pattern,observer_design_pattern,command_design_pattern,iterator_design_pattern,mediator_design_pattern,memento_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,collections_framework,functional_programming,web_mvc_annotations,spring_data_jpa,batch_processing_etl",none,LOW
22,3,7,638,36,18,11,0.32608456354587845,0.020688682842089356,0.38675788255599625,6,11,0.6807003967801017,3,4,7,0.4035255935151436,0,24,0.06070188592853287,"prototype_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,batch_processing_etl",authentication_bypass,HIGH
44,5,5,127,45,4,11,0.44186257597670575,0.21700048023554108,0.3500631792367071,4,1,0.8317244416875607,12,5,4,0.27304238050349994,1,14,0.6716442796727581,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,dependency_injection,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,utility_libraries,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
2,90,5,462,4,13,11,0.2781519307345819,0.7800207562769929,0.2337053158941419,1,17,0.8998381529142065,15,5,9,0.09261075661003915,1,18,0.7184672288046224,"prototype_design_pattern,proxy_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,dto_pattern,oop_fundamentals,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,HIGH
24,11,7,784,10,13,10,0.3134639413137449,0.19413102505575286,0.14148397332760984,1,14,0.7640201609981698,10,2,3,0.37174831771427697,0,29,0.14887496017161173,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,iterator_design_pattern,spring_mvc_pattern,repository_pattern,service_layer_pattern,dto_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,lombok_jpa_annotations,spring_data_jpa",authentication_bypass,HIGH
34,71,1,874,1,4,1,0.034918476554784805,0.6982598633062065,0.15036934298102397,3,6,0.9858661613468322,18,3,13,0.6780320186789996,0,6,0.6057174453640233,"adapter_design_pattern,restful_api_pattern,oop_fundamentals,loops_and_iteration,http_request_processing",insecure_deserialization,CRITICAL
27,56,8,982,21,7,12,0.06663186144220778,0.8555304049829037,0.30910083458331666,5,8,0.8798018747671497,17,6,5,0.6660776292074788,0,4,0.4830150915074448,"composite_design_pattern,flyweight_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,oop_fundamentals,collections_framework,loops_and_iteration,functional_programming,batch_processing_etl",xxe,MEDIUM
41,10,5,956,40,2,9,0.2898352175987698,0.9592142726342602,0.2322525404676178,5,22,0.38725272424184753,0,6,2,0.41277751642654825,1,13,0.9371892061356076,"prototype_design_pattern,decorator_design_pattern,facade_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,visitor_design_pattern,dependency_injection,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,functional_programming,spring_boot_error_handling,core_annotations_di,batch_processing_etl",none,LOW
1,34,8,895,39,18,6,0.19785643497901462,0.47424751540026955,0.1606350341877284,2,27,0.6552327788703198,3,5,3,0.9659783810683514,0,29,0.6652033577525647,"abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,dependency_injection,spring_mvc_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,optional_null_safety,lombok_jpa_annotations,core_annotations_di,batch_processing_etl",none,LOW
8,67,5,650,37,6,8,0.3994052599327509,0.9711091229821174,0.25442198456486576,7,21,0.932265255085639,8,0,7,0.9400747669662612,0,22,0.5203306134602863,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,strategy_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,memento_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,optional_null_safety,functional_programming,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa,batch_processing_etl",none,LOW
23,72,7,406,3,16,0,0.271588937437088,0.4116222966816786,0.29329335916037774,7,2,0.9607544081118495,8,9,9,0.8756507722959933,0,15,0.28377651594873954,"prototype_design_pattern,adapter_design_pattern,composite_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,aop_pattern,oop_fundamentals,loops_and_iteration,optional_null_safety,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
38,31,3,692,47,3,12,0.44114551947566893,0.21812803967438577,0.00916020502338637,3,20,0.5661441569026786,10,5,9,0.4357982034680047,0,23,0.4617946351083053,"prototype_design_pattern,decorator_design_pattern,facade_design_pattern,observer_design_pattern,template_method_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa,batch_processing_etl",insecure_deserialization,HIGH
6,75,2,36,31,15,3,0.48616583923114565,0.5139218530847253,0.03594512044700404,5,9,0.807992843061567,4,0,2,0.7465321208539889,0,10,0.2471016811740563,"prototype_design_pattern,strategy_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,optional_null_safety",none,LOW
22,71,6,720,27,10,6,0.0738175925607425,0.6498232443114926,0.03779417616283168,0,1,0.5873818385496647,5,4,10,0.9289998163880164,0,23,0.6783886077831683,"composite_design_pattern,flyweight_design_pattern,memento_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,collections_framework,loops_and_iteration,optional_null_safety,utility_libraries,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,batch_processing_etl",insecure_deserialization,HIGH
25,66,5,381,17,9,13,0.19741387582781328,0.4579633160499438,0.0927735221053339,6,24,0.3865618055256023,19,5,12,0.737636975621689,0,20,0.5940835508768486,"abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,aop_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
18,70,9,908,23,11,8,0.3324905126190154,0.5669724439667916,0.1707961756909256,4,21,0.9192279134456927,5,6,9,0.31576062344414635,1,10,0.2962785348200633,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,batch_processing_etl",path_traversal,MEDIUM
17,41,4,835,13,14,1,0.15274437770017485,0.4164091877271886,0.3214599597170218,7,24,0.9523671858986154,7,7,12,0.0680079922112351,1,29,0.012070802824734272,"abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,bridge_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,HIGH
12,63,3,866,47,12,1,0.13351616886074757,0.5247619540212498,0.14043961399982297,7,24,0.6533253718860645,18,8,2,0.9580124381332232,1,11,0.9827852169833006,"abstract_factory_design_pattern,decorator_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,visitor_design_pattern,dependency_injection,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,core_annotations_di,spring_data_jpa,batch_processing_etl",none,LOW
6,32,9,106,27,7,5,0.4068692803144183,0.9525956719465616,0.006991115352241906,1,11,0.3128152015741006,0,5,5,0.992426175664933,1,20,0.052990715031492,"prototype_design_pattern,command_design_pattern,template_method_design_pattern,memento_design_pattern,spring_mvc_pattern,service_layer_pattern,oop_fundamentals,collections_framework,optional_null_safety,functional_programming,web_mvc_annotations",none,LOW
26,20,8,538,20,11,2,0.49018923452937146,0.49983115253633204,0.1933447411806916,6,6,0.8712253754873818,4,6,7,0.6936410659791679,1,12,0.5470122974688941,"prototype_design_pattern,composite_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,visitor_design_pattern,restful_api_pattern,repository_pattern,service_layer_pattern,oop_fundamentals,collections_framework,loops_and_iteration,spring_boot_error_handling,core_annotations_di",none,LOW
27,57,6,694,46,17,3,0.3869016656237407,0.25317963280926026,0.39865143816984877,2,29,0.6338722563615535,18,3,9,0.3153529891415392,1,7,0.8520175886813068,"prototype_design_pattern,abstract_factory_design_pattern,decorator_design_pattern,composite_design_pattern,facade_design_pattern,bridge_design_pattern,observer_design_pattern,template_method_design_pattern,iterator_design_pattern,state_design_pattern,chain_of_responsibility_design_pattern,mediator_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,loops_and_iteration,batch_processing_etl",none,LOW
8,98,1,983,13,9,2,0.26183831140205677,0.7587466215125707,0.13960839826196764,6,4,0.352519850279098,1,9,1,0.8650287198320746,1,29,0.6210754166268484,"prototype_design_pattern,command_design_pattern,template_method_design_pattern,chain_of_responsibility_design_pattern,memento_design_pattern,dependency_injection,spring_mvc_pattern,service_layer_pattern,oop_fundamentals,collections_framework,optional_null_safety,lombok_jpa_annotations,core_annotations_di",none,LOW
19,50,1,622,44,13,12,0.22125561597265736,0.33758445778154933,0.384501807506926,1,3,0.4325740380100464,15,6,0,0.9534544469221254,1,5,0.5869301951676923,"prototype_design_pattern,command_design_pattern,template_method_design_pattern,oop_fundamentals,collections_framework,loops_and_iteration,optional_null_safety,utility_libraries,batch_processing_etl",none,LOW
42,80,6,195,24,16,0,0.26982386026518246,0.8162071708213907,0.040538052454569054,0,0,0.40648353816129984,1,9,9,0.5064429131892653,1,21,0.7150994671065418,"prototype_design_pattern,composite_design_pattern,state_design_pattern,memento_design_pattern,interpreter_design_pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,service_layer_pattern,aop_pattern,collections_framework,loops_and_iteration,functional_programming,spring_boot_error_handling,utility_libraries,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing",none,LOW
1,25,3,705,41,3,13,0.23141985109386792,0.05684198898388515,0.06923986316212193,2,14,0.7803952064238,8,0,12,0.3116492732407927,0,1,0.30812547687829583,"prototype_design_pattern,decorator_design_pattern,strategy_design_pattern,command_design_pattern,template_method_design_pattern,iterator_design_pattern,chain_of_responsibility_design_pattern,restful_api_pattern,oop_fundamentals,collections_framework,batch_processing_etl",insecure_deserialization,HIGH
